Sent_id,Ambiguous Sentence
aen_83509,Hilal'in okumak istediği başka bir okul var.
avx_87396,Züleyha'nın röportaj yapmak istediği oyuncu yıldız gibi.
aqs_31060,Banu'nun almak istediği ev Lale'ninki gibi.
aqi_66973,Astrid'in misafirlerinin eve gelirken getirip getirmeyeceklerinden şüpheli olduğu bir hediye vardı.
ait_58671,Selin'in almak istediği çanta Büşra'nınki gibi.
asi_23493,Aysu'nunki gibi bir şirket Gülin'in çalışmak istediği.
aqe_23513,Bilirdi herkesin ödeyebileceği fiyatlar belirlemesi gerektiğini sağduyu sahibi olan satıcı.
afy_18250,Bir ev var Deniz'in taşınmak istediği bundan başka.
ash_14448,Eren'in silmek istediği başka bir üzücü anı var.
anz_62814,Turan'ın işletmek istediği dükkan bizim dükkan gibi.
aia_45556,Jülide'nin okumak istediği başka bir kitap var.
ahw_57698,Kimiler'nin tüm odunları keseceğine inanmış olduğu bir oduncu var.
avo_46101,Leyla'nın göz atmak istiyor olduğu bir soru var.
asv_48544,Başka bir konu var Janset'in bahsetmek istiyor olduğu.
atg_37463,O kızın kazanınca kendini kanıtlayacağını sandığı bir yarış var.
ach_39019,Ayla'nın içmek isterse bana uğrayacağı belli bir çeşit kahve var.
anr_77677,Bremen'deki mızıkacı'nın kaç lira olduğundan bile habersiz olduğu bir mızıka var.
abd_73960,Sunay'ın onu götürmek istediği bir park var köpeğini yürütmek için.
ano_38074,Kübra'nın binmek istediği tren bundan başka.
aro_52390,Kurumi'nin satın almayı planlıyor olduğu kimono önceden anlaştığı belli bir dükkandan.
anc_90225,Selin'in değiştirmek istediği koltuk evdeki gibi.
aqu_98129,Olgun bir limon Gülay'ın dalından koparmak istediği.
awm_87297,Büşra'nın yaşamak istediği ülke başka.
anh_43728,Bir başka şarap var Pelin'in içmek istediği.
avj_23752,Gizem'in evlenmek istediği salon görkemli.
ajo_37102,Arkadaşım'ın yazılarını göndereceği bir dergi var.
avj_46583,Ne yapabilir Berrin belli bir yangın çıkarsa?
aqy_83166,Jale'nin gitmek istediği Paris'tekiler gibi olan bir müze var.
ank_94897,Buse'nin ders çalışırken dinlemek için açmak istediği bir şarkı var.
aoh_52115,Cansu'nun almayı istediği dergi buradakiler gibi.
akp_67683,Yetkin bir aday Remziye'nin mülakat yapmak istediği.
ade_84306,Halime'nin giymek istediği başka bir elbise.
axx_26176,Cüneyt'in yemek istediği başka bir pasta var.
apl_70954,Enes'in olmadığını iddia ettiği şey bir hata.
aoi_79843,Benimki gibi Şule'nin almak istediği çanta.
auz_44373,Muharrem'in alışveris yapmak istediği yer bir market.
axq_84745,Gitmek istediğim plaj İspanya'dakiler gibi.
aly_62343,Yaprak'ın aşık olmak istediği başka bir adam.
awx_81810,3A sınıfından Emre'nin ezberlemek istediği babasıyla okuyabileceği bir şiirdi.
akh_36889,Tijen'in yemek istiyor olduğu tatlı restorandaki gibi.
aeb_84014,Hilal'in olmasını istediği sevgili benimki gibi.
ahu_94476,Leyla'nınki gibi bir yazlık annemin almak istediği.
axg_11670,Ender'in evlenmek istediği kız Ayşe gibi.
avq_75340,Gaye'nin piknik yapmak istediği güzel bir bahçe var.
aox_34958,Şeyda'nın süpürmek istediği halı yün.
alk_57854,Hale'nin balık avlamak istediği göl Bolu'daki gibi.
ang_56302,Orkun'un gitmek istediği okul benimki gibi.
asi_92574,Nur'un almak istediği bileklik hediyelik eşya dükkanından.
ajt_57938,Banu'nun oturmak istediği banka başka bir bank.
avm_97607,Bakmak istediğim kediler Ayşe'ninki gibi.
aor_53324,Ayşenur'un oturmak istiyor olduğu apartman merkezi.
ath_74442,Gürsel'in dikiş dikmek istediği makine bundan başka.
apy_11439,Vedat'ın keşfetmek istediği restoran başka.
aag_20360,Mustafa'nın uyumadan önce okumak istediği sürükleyici bir roman var.
apt_42323,Ayşe'nin sahiplenmek istediği kedi hamile.
ave_99879,Esmer çocuğun bugün yarın görmek istediği kaslı bir tamirci varmış.
aua_61906,Hamiyet hala'nın bakmamı istediği bir köpek var.
apy_58878,Leyla'nın öpmek istediği tesisatçı başka.
ajt_57599,Dersten çıkınca şu çocuğun almak istediği bir defter vardı.
aqk_78809,Hüseyin'in ayrılmak istediği şirket bundan başka.
adw_75187,Herkesten bahsedeceğini ummuştum kitabında uzak diyarlardan gelen gözlemcinin.
aco_33784,Şövalye'nin yakalamak istediği kişi bir casus.
aip_80757,Nil'in her gün yazmak istediği için çok çalıştığı bir öykü var.
aib_34374,Rüstem'in röportaj yapmak istediği kişi işsiz bir mezun.
alu_76825,Müge'nin röportaj yapmak istediği başka bir konuk var.
bfc_62096,Şermin'in o eteğin üstüne olmayacağına emin olduğu bir etek var.
boe_19454,"Nino'nun mesleğinde başarılı olmayacağına inandığı hemşire, annesini yarı yolda bırakan hemşire."
bpo_51530,Hiçkimsenin korkutmayı başaramadığı sihirbazın korktuğu bir kaşık var.
bgn_72842,Köroğlu'nun üzerine atlayıp uçsuz bucaksız dağları aşmayı umduğu şey bir at.
bcq_51158,Feride'nin başını çıkarmasından endişelendiği şey bir taşın altına saklanan yılandı.
bkx_38003,Dündar'ın saatlerce kendine gelemeyeceğini sanmasına sebep olan şey bir mektup.
bqa_19391,Vedat'ın denediği bir yemek var ve diğer tüm yemekleri denese bile hiçbirinin o yemeği geçemeyeceğini düşünüyor.
bup_59164,Naciye'nin eteğine konacağını umduğu bir kelebek var.
bhh_96076,Cankat'ın kendisini yaralayacağından korktuğu belli bir piyade yok.
bhf_39486,"Mikaela, belli bir elmanın ağaçtan düşeceğini biliyor."
bem_34642,Yusuf'un dediğine göre herkesin beğenmek zorunda olmadığı işi yapan biri var.
bue_72587,Polisten aldığın evrakları koymanı emrettiğim yer dolabımdaki bir çekmece.
bee_51763,Anıl sessiz bir ortamda çalışmak istiyorsa gitmesi gereken belli bir yer var: Kütüphane. 
blo_27136,Furkan'ın yaptığı bir plan olduğunu düşünüyor musun?
bbk_82587,Beyza müzik kulübüne alınacak bir üyenin olduğunu söyledi.
bfs_95333,Bir antrenman var ve Berk her gün ona katılmalı.
bdq_23452,Şeyma bu sene bir belgeseli çekerse ünlü olacağına inanıyor.
bmt_76654,Can'ın gitmek istediği bir seramik kursu var.
bdr_25789,Burak eski kitaplarla ilgileniyorsa spesifik bir sahafçıya gidebilir. 
biq_84983,İyi tenis oynamak için Hakan'ın alması gereken bir ders var mı?
bki_14552,"Yeşim'in aklında bir gösteri var, eğer davet alırsa katılmayı düşünüyor."
bzu_53219,"Bir iş ortağını bulmak, Arzu'nun inancına göre zor."
boo_80350,Oya'nın söylediğine göre çalmanın onu büyük ihtimalle yoracağı bir müzik aleti var.
bcd_92585,Emre'nin ararsa çok paniklediği bir yanlış numara var.
beu_66399,Bir şans yakalarsa Aysun'un taşınmak istediği yer bir ev.
bft_64811,Bir resim var ki Serra onu yaparsa harika olacağına inanıyor.
bus_42665,Cenk'in baş ağrısı büyük ihtimalle spesifik bir ağrı kesiciyi alırsa geçebilir.
byj_83604,Orkun'un şehir dışında inşa ederse belki mutlu olabileceği şey bir kulübedir.
bua_82578,Yeliz'in bu kıyafet için alabileceği belli bir çanta var. Onu nereden alabilir?
bkk_31818,Özge'nin annesiyle izlemeye söz verdiği şey bir film.
bmh_97044,Lale'nin her hafta okumak istediği şey bir roman.
bxa_60054,Zeynep'in işini çok hızlı halletmesinin koşulu belli bir bilgisaarda çalışması.
bmy_97694,Nermin'in almak istediği bir bardak altlığı var.
bub_62341,Herkes insan kaynaklarına yazabilir eğer almak istedikleri uzun ve sıkıcı bir mektup ise.
btr_43572,Yelda'ya yapılan ışıltılı bir sürpriz var ve onu anlatmak için sabırsızlandığı kişi bir arkadaşı.
bkz_49333,Ferhunde bir tabaktaki yemeği yemek istiyor ve o yemek kısır.
bgf_97526,Cem'in garsonluk yapmak istediği işletme bir restoran.
bel_52295,Tambur çalmayı öğrenmek isteyen öğrencilerin aradığı yetenekli kişinin mesleği öğretmenlik.
bqj_76619,Teleferik kabininden düşen talihsiz gencin acilen gitmesi gereken bir hastane var.
bub_54500,Taksiye binip gideceği yere ulaşmayı başarabilen şaşkın İstanbul sakininin yapmak istediği organizasyon bir kutlamadır.
boh_72036,Madalya verilen öğrencinin kazandığı yarışma bir satranç turnuvasıdır.
bpo_99601,"Zerrin'den yapmasını istedikleri konuşma, kısa bir konuşma."
bdv_89683,"Fatoş'un gülümseyerek teşekkür ettiği yaşlı kadın, kendisine kırmızı ve parlak elmayı veren yaşlı kadın."
bhw_18751,Doruk'un cumartesi gecesini geçirmek istediği bar kalabalık.
bwq_14103,Doktoru bir tahlili yaptırmasının iyi olacağını düşünüyor.
brn_84439,Evlilik hazırlığındaki Esra dans etmeyi deneyimli birinden öğrenecek ve bu kişi bir dansöz.
bfn_34060,"Leyla'nın kurabiye dolgusu yapmak için istediği şey, bir kavanoz böğürtlen marmelatı."
bij_82974,Komite katılımcıların tamamının hile yaptığını düşünüyor.
bok_30522,Hakim tutukluların tamamının suçlu olduğunu düşünüyor.
blt_77968,Buse çiçeklerin tümünün gül olduğunu düşünüyor.
bmg_51532,Lale politikacıların tamamının yalancı olduğunu düşünüyor.
bmy_32173,Polis'in şüphelerine göre tutukluların çoğu gerçekten suçlu. 
bwy_26029,Berke'nin şüphelerine göre öğrencilerin çoğu zeki.
brx_90403,Öğretmen şüpheleniyor ki öğrencilerin çoğu kopya çekti.
bdy_18370,Çoğu güvenlik görevlisine göre misafirlerden belli biri davetsiz.
bqp_75822,Leyla'nın şüphelerine göre kitapların çoğu çalındı.
bcg_84464,Çatalların çoğu kayboldu Berke'nin şüphelerine göre.
bsb_18688,Öğrencilerin çoğu sınıfta kaldı Hülya'nın şüphelerine göre.
brf_58028,Tatilcilerin çoğu uçağını kaçırdı şüphesinde Buse.
bkt_47783,İşlerin çoğunun yapılmadığından şüpheleniyor Ayla.
bji_40372,Katılımcıların çoğunun imza atmadığından şüpheleniyor organizatör.
bkk_24589,Her öğrencinin kopya çektiğinden şüphelenen kişi bir öğretmen.
bas_84702,Her öğretmenin kopya çektiğini düşündüğü şahıs bir öğrenci.
bkp_93166,Sorgu odasındaki her adamın hırsız olduğundan şüphelenen kişinin mesleği polis memurluğu.
bkj_66330,Her polis memuru aynı şüpheyi paylaşıyor: Hırsız sorgu odasındaki adam.
bci_25242,"Her sınavdan kaldığından şüphelenen, belli bir öğrencidir."
bfn_31907,Bir sınav var ki her öğrenci ondan kaldığından şüpheleniyor.
bad_58399,Her ziyaretçinin kitap çaldığından şüphelenen belli bir kütüphane görevlisi var.
bem_46860,Her kütüphane görevlisinin ortak şüphesine göre kitap çalan kişi bir ziyaretçi.
bzk_94450,Her ziyaretçinin sahte kimlik gösterini düşünen kişinin mesleği güvelik görevlisi.
bfx_34863,Her güvenlik görevlisinin ortak kanısına göre belli bir ziyaretçi var sahte kimlik gösteren. 
blh_14455,Her öğretmeni arayan bir öğrenci var.
bqf_36207,Her adayı arayanın görevi sekreterlik.
blf_57401,Her odayı boyayanın mesleği boyacılık.
bbt_44210,Her ağacı aynı bir bahçıvan budadı.
byw_76296,Her kumaşı aynı makasla kesti.
boo_16599,Her tatlıyı aynı çatalla yedi.
bhk_66166,Her ziyaretçiye aynı personel eşlik etti.
bhu_76106,Her izleyiciyi aynı film etkiledi.
bfb_75679,Her jüri üyesi aynı makaleyi beğendi.
bhh_78415,Her öğrenci aynı okulu temsil etti.
bgc_16051,Bir öğretmen öğrencilerin tamamını aradı.
bcf_97082,Bir çalışan adayların tamamıyla görüştü.
bcd_83054,Bir çalışan tüm arabaları yıkadı.
btr_63010,Odaların tamamını bir kadın temizledi.
bcr_46108,Yemeklerin tümünü bir adam yaptı.
bcj_77035,Kitapların tümünü bir öğrenci özetledi.
boz_18806,Büyükelçilerin tümü aynı ülkeyi temsil etti.
bab_24900,Her sporcu aynı madalyayı kazandı.
bpv_37918,Her kedi aynı aşıyı oldu.
bzq_55297,Her yazar tarafından yazılan şey aynı kitap.
bpy_27436,İyi okullarda okuyanların mesleği milletvekilliği.
bfx_13835,Can'ın inancına göre milletvekillerinin çoğu 2040 yılı geldiğinde emekli olmuş olacak.
bgb_12602,Büyükelçilerin çoğu Fransız liselerinde okuyor.
bkm_55943,"Fatma, bölümdeki profesörlerin neredeyse hepsinin 40 sene sonra emekli olmuş olacağına inanıyor."
bem_32589,"Filiz, hastahanedeki doktorların 15 sene sonra doktorluk yapmayı bırakmış olacağını düşünüyor."
btx_70702,Büşra'nın görmek istediği şey bir panda.
bpy_95873,Fırıncının kızartmak istediği şey bir ekmek.
bsd_33880,Pastacının çikolatayla kaplamak istediği şey bir kurabiye.
bma_16801,Bir kitap Selin'in bitirmek istediği.
bfx_19194,Bir köpek Asude'nin sahiplenmek istediği.
bfm_18615,Bir panda Büşra'nın görmek istediği.
bda_10342,Ayşe'nin beslediğinin sokaktaki bir kedi olduğunu sanıyor.
bgi_47486,Bu odada sigara içtiğini düşündüğü bir kişi var.
bez_91655,Goldilocks'a göre bu evde uyuyan bir ayı.
bhj_40741,Belli bir öğrenci tarafından kopya çekildiğine inanılıyor.
bcl_58351,Hasta olan kişinin gruptan olduğunu düşünüyor.
bry_93759,Öğretmen'in düşüncesine göre kopya çeken belli biri var sınıfta. 
bkl_98413,Müdürün düşüncesine göre departmanda belli biri ajan.
bdb_24090,Polisin bu evde yaşadığından şüphelendiği kişi bir hırsız.
bnk_26903,Ajanın bu evde yaşadığını düşündüğü kişi bir muhbir.
bxq_79963,Büşra'nın çok zeki olduğunu düşündüğü kişi bir öğrenci.
bsz_73006,Jürinin hile yaptığını düşündüğü kişi bir yarışmacı.
beu_35775,Güvenlik görevleri kapıyı belli birinin zorladığına inanıyor. 
bwt_82745,IT departmanına göre siteyi hacklemeye çalışan belli biri var.
brj_75563,Selin şu an odada olan kişilerin dışarıda olduğunu düşünüyor.
bwi_55595,Filiz'in balkonda olduğunu düşündüğü kişi salondaki misafirlerden biri.
bna_86067,Doktor'un öldüğünü düşündüğü kişi bir hasta.
bif_43566,Yıkılacağını düşündüğü bina Hisarüstü'nde.
bbu_78612,Futbolcuların inancına göre rüşvet alan kişi bir hakem.
bpk_40157,Yoldaşlık'takiler Sihir Bakanlığı'ndaki spesifik bir kişinin Ölüm Yiyen olduğunu düşünüyor.
bpx_42793,Dernekteki belli bir kişinin casus olduğundan şüpheleniyorlar.
bxf_97607,Dernekteki belli bir kişinin casus olduğundan şüpheleniyorlar.
bjd_78091,Dernekteki belli bir kişinin casus olduğundan şüpheleniyorlar.
bys_25114,Selin'in şüphelerine göre banyoda belli bir kişi var.
bhv_38021,Ayşe'nin şüphesine göre mutfakta spesifik bir kişi var.
blb_17121,Leyla şu anda sınıfta olan kişileri dışarıda sanıyor.
bec_53488,Çağla'nın üst katında oturduğuna inandığı belli bir öğrenci grubu var.
bgk_11236,Büşra o yokken odasına giren belli biri olduğundan şüpheleniyor.
bsn_55369,Senin kütüphaneden aldığını farz ettiği şey bir kitap.
brf_12179,Şu an odada olan herkes dışarıdayken oda boştu.
bdd_25858,"Hakkında ""Ödevini yapar."" denen kişi bir öğrenci."
bxh_39590,Şefkatli olması gerektiği düşünülen şahıs bir anne.
bez_11138,İyi güneş alması gereken oda çocuğa ait.
bnm_43451,Yarışmanın jürisi deneyimli yazar tarafından yazılan bir hikayenin ödül kazanacağını düşünüyor.
bdn_53484,Yarışmanın jürisi ödül kazananın deneyimli bir yazar tarafından yazılan hikaye olacağını düşünüyor.
bvf_89432,Bir arkadaşım ki ona ne gam ne keder uğramasın.
bqi_72697,Ayla'nın Ceyhun ile fırına vermek istediği şey bir mercimek.
bvs_76328,"Kör'ün istediği bir göz vardı, Allah iki göz verdi."
bbf_91664,Arda'nın dediğine göre az olan bin dost ama çok olan bir düşman.
buz_35062,"İsteyenin belli bir yüzü kara, vermeyenin ise iki yüzü kara."
bsg_77205,"Ansızın yanına gelmek istediğim zaman, belli bir gece. "
blr_55429,"Güneş girmeyen bir ev var, oraya doktor girer."
bcj_24813,"Pazardan aldığım şey bir tane, eve geldiğimde olan bin tane."
bul_57866,"Nesi olan şey bir el, sesi olan ise iki el."
bfb_82293,"Bin nasihatten iyi olan, bir musibet."
bbh_29009,Bin nasihate yeğ olan şey bir bela.
bwy_60282,Bir berberin bir berbere açmayı teklif ettiği dükkan bir berber dükkanı.
bit_97917,Adam olana yetecek olan bir sözdür.
bpm_28114,Beş parmağın olamayacağı şey birdir.
boe_83928,Bin bilse de danışmak istediği bir kişi var: Bir bilen.
bbs_18046,"Terzinin dediğine göre ölçülecek kumaş sayısı bin, biçilecek kumaş sayısı bir. "
brl_48397,Bir başa yetecek olan bir göz var.
bdo_86579,Anneannemin dediğine göre bin ağıza yayılan şeyin çıktığı belli bir ağız vardır.
bzq_43988,Bin tasanın ödeyemeyeceği şeyin bir borç olduğunu söylerler.
bss_49102,"Bir elin yıkamak istediği şey bir el, iki elin yıkamak istediği şey ise bir yüz."
bjw_60224,"Ara bozan şey bir söz, ara düzen şey de bir söz."
bwm_93450,Bir uyuz keçinin bokladığı şey bir sürüdür.
bhj_51496,Bir kere sürçen atın başı kesilmez.
bzd_75588,Bir dere ancak yıkılan şey tepeyse dolar.
bmu_12758,Yedi mahalleye zararı olan kişi kötüdür.
bmi_71656,İki cambazın oynayamayacağı bir ip.
bwf_52617,İki horozun ötemeyeceği yer çöplük.
bsl_68857,Eskiler der ki yola getiren şey de yoldan çıkaran şey de sözdür.
bjl_58706,Hem gülün hem de dikenin bittiği bitki ağaçtır.
bla_62190,Dedikleri üzere bir dirhem etin örttüğü şey ayıptır.
bad_52587,Öbür elin duymaması gerekeni veren de el.
bnl_25771,Gölgesinde bin koyun eğlendiren şey bir dal diye bir söz var.
beb_69470,Bir atasözü diyor ki başlamanın bitirmenin yarısı olduğu şey bir iş.
bbr_81880,Kırk yıl hatırı olan içecek bir fincan kahve.
bdo_95504,Bir deyim var ve çukurdaki ayaktan bahsediyor.
bjm_93442,Cin tutan kişiye yetecek şey bir muska.
beo_24643,Devenin büyük olmasına rağmen beş tanesini çeken hayvan bir eşek.
bzw_80343,Bir atasözüne göre deveyi yardan uçuran bitki bir tutam ottur.
bjd_76351,Evden çıkmak isteyen şahsın bir ölü olduğu söylenince herkesin baktığı yer hizmetçinin yüzü olmuş.
bhn_14514,"Evlinin bir tanesine, evsizin bin tanesine sahip olduğu şey ev."
bwi_29191,Eşek dilediği gibi davranırsa götürmeyeceği bir bağ maydanozdur.
bms_28621,Atasözüne göre her gün kırda gezenler aynı kurt ile karşılaşır.
bzz_70243,Bir padişah var ve o her vakte uygun.
bdi_99405,Her iniş aynı çıkışa sahip.
brn_53627,Her yiğit aynı yoğurt yiyişe sahip.
but_66215,Her işte olan şey aynı hayırdır.
bup_33143,Bir aslan var ve her yiğidin gönlünde bulunuyor.
bfp_61532,"Bin kişinin istediği kız aynı, o kızı da bir kişi alır."
bpj_51482,Meramın elinden kurtulmayacak olan şey bir tanedir.
bcq_68941,Ölüsü olanların ağlamak istediği belli bir gün var ama delisi olanlar her gün ağlamak istiyor.
cbg_94415,Her insanın yaşamak istediği bir benzsersiz hayat vardır.
ctt_98362,Hakimin bakmak istediği dava buradaki gibi.
cxp_12649,Kamil'in uyumak istediği bir kanepe var.
clm_36686,Leman'ın o gece tanışmayı arzuladığı bir kaşif vardı.
cfg_78078,Büşra'nın kütüphaneden ödünç almak istediği belli bir kitap var.
cbs_87303,Gülsüm'ün ev almak istediği bir köy var.
cjf_38437,Filiz'in geçen yaz almayı istediği bir yazlık vardı.
cnz_10327,Hüseyin'in fikir alışverişi yapmak istediği kişi bir uzman.
crw_23865,Teoman'ın düet yapmak istediği kişi bir sanatçı.
cll_47192,Zerrin'in değerlendirmek istediği kişi başka bir yetenekli sanatçı.
cvh_33247,Öğrencilerden birinin yapmak istediği bir sunummuş.
cmw_77317,Hülya'nın meyve almak istediği mekan başka bir market.
czq_71206,Nazım'ın şarkısı bir daha yarım kalmasın istediği birey bir deniz kızı.
cnk_81482,Mercan'ın tavsiye almak istediği kişi yaşlı.
cly_34204,Filiz'in almak istediği araba güzel.
cur_50992,Suat'ın görünmek istediği kişinin mesleği doktor. 
ccv_34112,Leyla'nın salonun duvarına dün asmak istediği şey bir tabloydu.
caa_68225,Büşra'nın mağazadan almak istediği kıyafet bir elbiseydi.
czw_43441,Anıl planlıyormuş ki eski bisikleti alsın.
cvv_12513,Doğanay'ın sevgilisini yakalamayı umduğu taşıt gece treni.
cpd_69614,Nazan'ı hasbihal etmek istediği kişi konuşkan.
czq_82976,Gaye'nin yüksek puan almak istediği bir sınav var.
ccf_94082,İmge'nin hakkında konuşmak istediği konu başka.
ced_60562,Özlem'in yazmak istediği yazı başka.
csp_66636,Uzun boylu öğrencinin sormak istediği soru zormuş.
cdx_39685,Buse'nin uzun zamandır buraya almak istediği bir avize.
cqw_48092,"Handan'ın her sabahki dileği, hayatını değiştirecek o insanla tanışmak."
ccf_10621,"Beren'in hayran olmak istediği, bunun gibi bir adam."
cjc_38009,"En kısa zamanda görmek istediği Gülsüm'ün, bir doktormuş."
cul_81020,Selin'in güneşlenmek istediği sahil İzmir'deki gibi.
cxb_69865,İlke'nin bitimek istediği kitap uzun.
cix_11933,Reyhan'ın ısırık almak istediği yiyecek bir kurabiye.
ceq_95162,Asude düşünüyor ki pencereyi misafir açık bıraktı.
cjq_94253,Ayla'nın bahsetmek istediği makale Zeynep'inkine benziyor.
cxv_16639,Sınıftaki kızın almayı istediği şey bir kitap.
cgd_67516,"Beyza istiyor yatakta uyusun, rahat olanda."
cjb_26283,Talha kilidin belli bir ziyaretçi tarafından kırıldığını düşünüyor.
cti_44265,Olcay'ın seyahat etmeyi istediği araba başkası.
cma_30396,Uve istediği ateşi almak için demirciye uğrayamayacağından korkuyor.
czu_11234,Evren'in olmayı arzu ettiği astronot ablası gibi.
cul_25938,Komşunun oğlunun öpmek istediği bireyin mesleği tamircilikmiş.
cve_26944,Akıllı insanın varını yoğunu satıp savıp yelken açmayacağı şey bir macera.
ceu_62638,Helin balık tutmak istiyor bir denizde ve o deniz başka bir deniz.
cql_83312,Ayşe istiyor bahçede bir köpeği beslemeyi.
crh_36168,Çolpan'ın hayattan keyif almadığından şüphelendiği insanlar onunla aynı mesleği yapıyor.
cbe_34290,Berke'nin ilgilenmek istediği dosya başka.
cbn_84682,Sandalyeyi mutfağa koymak istiyordu.
cbn_98838,Atacan uzmandan görüş almak istiyordu.
cjf_73245,Mırnav düşünecekti ki belli bir halıya süt dökmek geri dönülmez bir hata değil.
crc_86443,Fikriye'nin görüşmek istediği öğrenci benim gibi.
cpp_60581,Orkun'un takmak istediği kravat başka.
cex_62307,Itır'ın odadan kaçabilmek için bulması gereken geçit gizli.
cvm_62374,Geçen ay Büşra'nın balkonunda beslemek istediği hayvan kediydi.
ckl_11303,Arkadaşına almak istediği özel şey hediyeymiş.
cda_55295,Küçük çocuğun sulamak istediği bir çiçek.
cmn_44665,Leyla'nın almak istediği kırmızı araba Ayşe'ninki gibi.
cby_31681,Mehmet'in geçmek istediği bölüm zor.
cnj_19430,Ilgın'ın giymek istediği elbise seninki gibi.
csh_47571,Leyla'nın gezmek istediği bahçedeki gibi bir araba.
cjp_25509,Hülagü'nün yemek yemek istediği restoran Karayipler'deki gibi.
cue_86401,Melike'nin arkadaşına okumak istediği şiir etkileyiciymiş.
cmn_72062,Belli bir apartmanda yaşamak isteyen Erkan'mış.
cnu_92268,Görmek istediği bir panda olan Lale'ymiş.
cyl_75368,Şarkıcının röportaj vermek istediği basın mensubu Ayşe gibi bir gazeteci.
cyf_66792,Buket'in çalışmak istediği bilgisayar benimki gibi.
clp_82645,Tahsin'in meyve toplamak istediği bir ağaç.
csa_64971,Komşunun kızının öpmek istediği biri varmış ve tesisatçıymış.
cfy_96808,Nuran'ın öpüşmek istediği biri var ve başka bir kadın.
cmv_77745,"Şoförün sürmek istediği makam arabası, başkanınki gibi bir makam arabası."
cwk_20899,Yaren'in danışmak istediği kişi uzman.
cuj_63491,Bensu'nun alışveriş yapmak istediği organik pazar Urla'daki gibi.
cnn_35309,Gözde'nin sulamaya niyetlendiği bitki çiçek.
cvb_75055,Bener'in öğretmene soracağı bir soru.
cwn_79984,Ajda'nın çıkarmayı düşündüğü şey pop şarkısı.
ccd_46501,Yağız'ın dinlenmek istediği salon başka.
cjd_86025,Feriha'nın almak istediği şey bir ayakkabıymış.
cgt_34330,Şeyma'nın çalışmak istediği oda sessiz.
cyo_76171,Haydar'ınki gibi Cüneyt'in ayrılmak istediği şirket.
cif_46271,Komşununki gibi canlı renkli yıkamak istediği kıyafetler Yasemin'in.
czq_75665,Nusret'in iki aydır yapmak istediği şey bir köfteymiş.
ciq_23526,Dedemin okumam gerektiğini söylediği haber gazetede.
cby_61870,Hilal'in kava etmek istediği kişi bir boksör.
cne_43320,Ege'nin gitmek istediği başkası.
cfa_85641,Menekşe'nin duyulamayan sesleri herkese duyurmak için kullanmayı arzuladığı aracı gazeteydi.
cyj_81716,Ayşe'nin evlat edinmek istediği çocuktu.
czs_40531,Günseli'nin aşık olmak istediği kişinin mesleği tesisatçılık.
cvv_66540,Başka Remzi'nin tamir etmek istediği araba.
cvc_34495,Almak istediğim araba arkadaşımınki gibi.
cau_30162,Helen kanaat getirdi ki tadının başka hiçbir yemekte bulunamayacağı şey bir mercimek çorbası.
czy_41788,Asude'nin öpüşmek istediği tesisatçı Hikmet gibi. 
cow_28167,Yaren'in film izlemek istediği sinema alışveriş merkezindeki gibi.
cmy_74144,Hilmi'nin uğraşmak istediği iş başka.
cux_50739,Selim'in almak istediği başka bir kamyonet var.
cfl_85867,Yaren'in ev almak istediği başka bir şehir var.
cay_63626,Öğrencinin sormak istediği başka bir soru.
cxq_90016,Prensesin bu ara öpmek istediği hayvan bir kurbağaymış.
car_32604,Ayşe'nin geziye başlamak istediği yer başka bir ülkeymiş.
cff_78784,Hasta sırasının gelmesini bekleme odasında beklemeyi istiyor.
cpp_86863,Sezen'in referans vermek istediği başka bir makale.
cij_98674,Rüveyda'nın oynamak istediği dizi bundan başkası.
czm_62660,Sacit'in şırıngaya yanlış ilaç koyduğundan şüphelendiği kişi bir hemşire.
cwt_87625,Ilgın'ın yerleşmek istediği yer başka.
cji_93495,Miray'ın tamamlamak istediği yorucu şey bir görev.
chz_64673,Tüm uzayseverlerde merak uyandıran röportajı veren bir astronot.
ccu_37734,Selin'in almak istediği çanta Büşra'nınki gibi.
ccz_89547,Turan'ın yola çıkmak istediği araç başka bir araba.
cen_51912,Hüma'nın hayran olmak istediği eser başka.
crg_17278,Pınar'ın aklında yemek istediği başka bir yemek var.
cxc_77352,Hikmet'in sahip olmak istediği tırnaklar Pelin'inki gibi uzun.
cot_41048,Kaan'ın çalışmak istediği kişinin mesleği marangozluk.
cyh_68738,Jülide'nin ziyaret etmek istediği yer başka bir Avrupa ülkesi.
cxm_80865,Kötü deneyimler yaşmasına rağmen Babür için üretmesi mümkün olan düşünce olumluydu.
cyn_36408,O postacının evlenmek istediği komşumuz sıradışı yerlerden mektup alıyormuş.
cjo_50590,"Kilimcinin kör oğlu isityordu ki benzersiz bir şey dinlesin, bu şey de belli bir operet olsun."
ckw_10034,Nilay'ın ithalat yapmak istediği yer başka bir ülke.
cgc_37704,"Okumak istediğim kitap, Meltem'inki gibi bir kitap."
csy_27492,Burak'ın daha mutlu olabileceğini düşündüğü yer başka bir okul.
cvk_94959,Ferit'in konfernas vermek istediği salon buradakine benziyor.
cbg_89736,Kağan'ın bakmak istediği manzara Urla'daki gibi.
mwq_94188,Naz'ın talep ettiği bir toplantı var patronundan.
moq_41795,Fatma'nın modifiye etmek istediği bir tekne Selin'inki gibi.
moy_63495,Ahmet'in gitmek istediği bir restoran benimki gibi lüks.
