Sent_id,Ambiguous Sentence,Sent_id,De Re Paraphrase (Unique Entity) ,RJ,Sent_id,De Dicto Paraphrase,DJ,,,,
bda_66355,"Jüri, bir yarışmacının hile yaptığını sanıyor.",bsz_73006,Jürinin hile yaptığını düşündüğü kişi bir yarışmacı.,,blz_89083,Jüri yarışmada hile yapıldığını sanıyor.,,,,,1
blt_30377,Güvenlik görevlileri birinin kapıyı zorladığına inanıyor.,beu_35775,Güvenlik görevleri kapıyı belli birinin zorladığına inanıyor. ,,bgx_70472,Güvenlik görevlileri kapının zorlandığına inanıyor.,,,,,1
bqm_53912,IT departmanı birinin siteyi hacklemeye çalıştığını düşünüyor.,bwt_82745,IT departmanına göre siteyi hacklemeye çalışan belli biri var.,,bya_70151,IT departmanı sitenin hacklenmeye çalışıldığını düşünüyor.,,,,,1
bpb_73385,Selin odadakilerin dışarıda olduğunu düşünüyor.,brj_75563,Selin şu an odada olan kişilerin dışarıda olduğunu düşünüyor.,,bbu_22185,Selin odanın boş olduğunu düşünüyor.,,,,,0
bsp_90637,Filiz salondaki misafirlerden birinin balkonda olduğunu sanıyor.,bwi_55595,Filiz'in balkonda olduğunu düşündüğü kişi salondaki misafirlerden biri.,,bjr_61729,Filiz balkonda misafir olduğunu sanıyor.,,,,,1
bic_99481,Doktor hastalardan birinin öldüğünü düşünüyor.,bna_86067,Doktor'un öldüğünü düşündüğü kişi bir hasta.,,bcj_46391,Doktor hasta öldüğünü düşünüyor.,,,,,1
bgp_45080,Hisarüstü'ndeki bir binanın yıkılacağını düşünüyor.,bif_43566,Yıkılacağını düşündüğü bina Hisarüstü'nde.,,bcf_70578,Hisarüstü'nde bina yıkılacağını düşünüyor.,,,,,1
bjs_76844,"Futbolcular, hakemlerden birinin rüşvet aldığına inanıyor.",bbu_78612,Futbolcuların inancına göre rüşvet alan kişi bir hakem.,,bwb_91915,Futbolcular rüşvet verilen hakem olduğuna inanıyorlar.,,,,,1
bds_74864,Yoldaşlık'takiler Sihir Bakanlığı'nda bir Ölüm Yiyen olduğunu düşünüyorlar.,bpk_40157,Yoldaşlık'takiler Sihir Bakanlığı'ndaki spesifik bir kişinin Ölüm Yiyen olduğunu düşünüyor.,,byw_88271,Yoldaşlık'takiler Sihir Bakanlığı'nda Ölüm Yiyen olduğunu düşünüyorlar.,,,,,1
boe_78410,Dernekte bir casus olduğundan şüpheleniyorlar.,bpx_42793,Dernekteki belli bir kişinin casus olduğundan şüpheleniyorlar.,,bqe_70483,Dernekte casus olduğundan şüpheleniyorlar.,,,,,1
bat_96247,Dernekte bir casusun olduğundan şüpheleniyorlar.,bxf_97607,Dernekteki belli bir kişinin casus olduğundan şüpheleniyorlar.,,bgb_40256,Dernekte casus olduğundan şüpheleniyorlar.,,,,,1
bcw_92476,Dernekte bir casus olmasından şüpheleniyorlar.,bjd_78091,Dernekteki belli bir kişinin casus olduğundan şüpheleniyorlar.,,bpi_83523,Derneğe casus girdiğinden şüpheleniyorlar.,,,,,0
blf_80391,"Selin, banyoda birinin olduğundan şüpheleniyor.",bys_25114,Selin'in şüphelerine göre banyoda belli bir kişi var.,,bcp_88567,Selin banyonun dolu olduğundan şüpheleniyor.,,,,,1
bft_39800,"Ayşe, mutfakta birisinin olduğundan şüpheleniyor.",bhv_38021,Ayşe'nin şüphesine göre mutfakta spesifik bir kişi var.,,bai_64360,Ayşe mutfakta insan olduğundan şüpheleniyor.,,,,,1
bil_55635,"Leyla, sınıftakiler dışarıda sanıyor.",blb_17121,Leyla şu anda sınıfta olan kişileri dışarıda sanıyor.,,bwr_34339,Leyla sınıfı boş sanıyor.,,,,,0
bcf_71231,Çağla üst katındaki dairede bir grup öğrencinin oturduğuna inanıyor.,bec_53488,Çağla'nın üst katında oturduğuna inandığı belli bir öğrenci grubu var.,,bji_47056,Çağla üst katındaki dairedenin sakinlerinin bir grup olduğunu düşünüyor.,,,,,0
bmi_93277,"Büşra, o yokken odasına birinin girdiğinden şüpheleniyor.",bgk_11236,Büşra o yokken odasına giren belli biri olduğundan şüpheleniyor.,,brq_12345,Büşra o yokken odasına girildiğinden şüpheleniyor.,,,,,1
bon_49413,Senin kütüphaneden bir kitap aldığını farz ediyor.,bsn_55369,Senin kütüphaneden aldığını farz ettiği şey bir kitap.,,brw_12345,Senin kütüphaneden kitap aldığını farz ediyor.,,,,,1
bap_38758,Odadaki herkes dışarıdayken oda boştu.,brf_12179,Şu an odada olan herkes dışarıdayken oda boştu.,,bre_12345,İçinde kimse yokken oda boştu.,,,,,0
bzu_33053,Öğrenci ödevini yapar.,bdd_25858,"Hakkında ""Ödevini yapar."" denen kişi bir öğrenci.",,brr_12345,Ödevini yapan öğrenci olmalıdır.,,,,,0
bba_29273,anne şefkatli olmalıdır.,bxh_39590,Şefkatli olması gerektiği düşünülen şahıs bir anne.,,brt_12345,Şefkatli olan anne olmalıdır.,,,,,0
bct_69017,çocuğun odası iyi güneş almalıdır.,bez_11138,İyi güneş alması gereken oda çocuğa ait.,,bry_12345,İyi güneş alan oda herhangi çocuğa verilmelidir.,,,,,1
bdh_63283,"yarışmanın jürisi, deneyimli bir yazarın yazdığı bir hikâyenin ödül kazanacağını düşünüyor.",bnm_43451,Yarışmanın jürisi deneyimli yazar tarafından yazılan bir hikayenin ödül kazanacağını düşünüyor.,,bru_12345,Yarışmanın jürisi deneyimli yazarın herhangi bir hikayesinin ödül kazanacağını düşünüyor.,,,,,1
bsm_55004,"yarışmanın jürisi, deneyimli bir yazarın yazdığı bir hikâyenin ödül kazanacağını düşünüyor.",bdn_53484,Yarışmanın jürisi ödül kazananın deneyimli bir yazar tarafından yazılan hikaye olacağını düşünüyor.,,bro_12345,Yarışmanın jürisi ödül kazanan hikayenin yazarının deneyimli olacağını düşünüyor.,,,,,1
bra_56232,Ne gam ne keder uğramasın bir arkadaşıma.,bvf_89432,Bir arkadaşım ki ona ne gam ne keder uğramasın.,,brp_12345,Gam ve keder uğrayan kişi arkadaşım olmasın.,,,,,0
bwi_91437,"Ayla, Ceyhun ile mercimeği fırına vermek istiyor.",bqi_72697,Ayla'nın Ceyhun ile fırına vermek istediği şey bir mercimek.,,bra_12345,Ayla Ceyhun ile mercimek fırına vermek istiyor.,,,,,0
brv_13836,"Kör istedi bir göz, Allah verdi iki göz.",bvs_76328,"Kör'ün istediği bir göz vardı, Allah iki göz verdi.",,brs_12345,"Kör Allah'tan göz istedi, Allah iki tane verdi.",,,,,1
bvj_99605,Arda'nın dediğine göre bin dost az ama bir düşman çok.,bbf_91664,Arda'nın dediğine göre az olan bin dost ama çok olan bir düşman.,,brd_12345,Arda'nın dediğine göre bin dosta sahip olmak az ama herhangi bir düşmana sahip olmak çok.,,,,,1
boz_60334,"İsteyenin bir yüzü kara, vermeyenin iki yüzü kara.",buz_35062,"İsteyenin belli bir yüzü kara, vermeyenin ise iki yüzü kara.",,brf_12345,"İsteyenin herhangi yüzü kara, vermeyenin iki yüzü de kara.",,,,,1
bop_33008,Bir gece ansızın yanına gelmek istiyorum.,bsg_77205,"Ansızın yanına gelmek istediğim zaman, belli bir gece. ",,brg_12345,Yanına ansızın gelebilirim herhangi bir gece.,,,,,0
bnx_98360,Güneş girmeyen bir eve doktor girer.,blr_55429,"Güneş girmeyen bir ev var, oraya doktor girer.",,brh_12345,Eğer ki güneş eve girmezse oraya doktor girer.,,,,,1
bwy_74969,"Pazardan aldım bir tane, eve geldim bin tane.",bcj_24813,"Pazardan aldığım şey bir tane, eve geldiğimde olan bin tane.",,brj_12345,Pazardan herhangi bir şey alırım ve eve gelince bin tane olur.,,,,,0
bsc_60360,Bir elin nesi var iki elin sesi var. ,bul_57866,"Nesi olan şey bir el, sesi olan ise iki el.",,brk_12345,Herhangi elin sahip olduğu bir şey yoktur ama iki elin sahip olduğu şey sestir.,,,,,1
bds_54416,Bir musibet bin nasihatten iyidir.,bfb_82293,"Bin nasihatten iyi olan, bir musibet.",,brl_12345,Herhangi musibet bin nasihatten iyidir.,,,,,1
bpp_37113,Bir bela bin nasihate yeğdir.,bbh_29009,Bin nasihate yeğ olan şey bir bela.,,bri_12345,Herhangi bela bin nasihate yeğdir.,,,,,1
bvx_91799,"Bir berber bir berbere ""Gel beraber bir berber dükkanı açalım."" demiş.",bwy_60282,Bir berberin bir berbere açmayı teklif ettiği dükkan bir berber dükkanı.,,brz_12345,"Bir berber bir berbere ""Berber dükkanı açalım."" demiş.",,,,,1
bnb_76236,Adam olana bir söz yeter. ,bit_97917,Adam olana yetecek olan bir sözdür.,,brx_12345,Adam olana herhangi bir söz yeter.,,,,,1
bko_68120,Beş parmak bir olamaz.,bpm_28114,Beş parmağın olamayacağı şey birdir.,,brc_12345,Herhangi beş parmak aynı olamaz.,,,,,0
bws_35793,Bin bilse de bir bilene danışmak istiyor.,boe_83928,Bin bilse de danışmak istediği bir kişi var: Bir bilen.,,brv_12345,Bin bilse de danışacağı kişinin bilen olmasını istiyor.,,,,,1
bwj_84061,Terzi diyor ki bin kumaş ölçmeli bir kumaş biçmeli.,bbs_18046,"Terzinin dediğine göre ölçülecek kumaş sayısı bin, biçilecek kumaş sayısı bir. ",,brb_12345,Terzi diyor ki kumaş biçmeden bin kumaş öçlmeli.,,,,,1
brw_81755,Bir başa bir göz yeter.,brl_48397,Bir başa yetecek olan bir göz var.,,brn_12345,Bin başa herhangi göz yeter.,,,,,0
bon_34338,Anneannem der ki bir ağızdan çıkan bin ağıza yayılır.,bdo_86579,Anneannemin dediğine göre bin ağıza yayılan şeyin çıktığı belli bir ağız vardır.,,brm_12345,Anneannem der ki ağızdan çıkan bin ağıza yayılır.,,,,,1
big_43739,Bin tasa bir borç ödemez derler. ,bzq_43988,Bin tasanın ödeyemeyeceği şeyin bir borç olduğunu söylerler.,,brq_54321,Bin tasa borç ödemez derler.,,,,,1
bvw_38076,"Bir el bir eli yıkamak, iki el bir yüzü yıkamak ister.",bss_49102,"Bir elin yıkamak istediği şey bir el, iki elin yıkamak istediği şey ise bir yüz.",,brw_54321,"Bir el el yıkamak, iki el yüz yıkamak ister.",,,,,1
bkq_77788,"Bir söz ara bozar, bir söz ara düzer.",bjw_60224,"Ara bozan şey bir söz, ara düzen şey de bir söz.",,bre_54321,Herhangi bir söz ara da bozabilir ara da düzebilir.,,,,,1
bqr_64188,Bir uyuz keçi bir sürüyü boklar.,bwm_93450,Bir uyuz keçinin bokladığı şey bir sürüdür.,,brr_54321,Bir uyuz keçi herhangi bir sürüyü boklayabilir.,,,,,1
buo_11340,Bir sürçen atın başı kesilmez.,bhj_51496,Bir kere sürçen atın başı kesilmez.,,brt_54321,At herhangi bir zamanda sürçerse başı kesilmez.,,,,,1
bka_20387,Bir tepe yıkılırsa bir dere dolar.,bzd_75588,Bir dere ancak yıkılan şey tepeyse dolar.,,bry_54321,Herhangi tepe yıkılarak bir dereyi doldurabilir.,,,,,1
bzg_55783,Bir kötünün yedi mahalleye zararı vardır.,bmu_12758,Yedi mahalleye zararı olan kişi kötüdür.,,bru_54321,Yedi mahalleye herhangi bir kötünün zararı olabilir.,,,,,1
bxf_11104,Bir ipte iki cambaz oynamaz.,bmi_71656,İki cambazın oynayamayacağı bir ip.,,bro_54321,İki cambaz herhangi ipte oynamaz.,,,,,0
bua_36737,Bir çöplükte iki horoz ötmez.,bwf_52617,İki horozun ötemeyeceği yer çöplük.,,brp_54321,İki horoz herhangi çöplükte ötmez.,,,,,0
bab_23410,Eskiler der ki bir söz yola getirir bir söz yoldan çıkarır.,bsl_68857,Eskiler der ki yola getiren şey de yoldan çıkaran şey de sözdür.,,bra_54321,Eskiler der ki söz yola getirme ve yoldan çıkarma özelliğine sahiptir.,,,,,1
bqx_98077,Bir ağaçta gül de biter diken de.,bjl_58706,Hem gülün hem de dikenin bittiği bitki ağaçtır.,,brs_54321,Gül ve diken aynı anda herhangi ağaçta bitebilir.,,,,,0
bej_58775,Bir dirhem et bir ayıp örter derler. ,bla_62190,Dedikleri üzere bir dirhem etin örttüğü şey ayıptır.,,brd_54321,Bir dirhem et herhangi ayıbı örter.,,,,,1
bjh_73556,Bir elin verdiğini öbür elin duymamalı.,bad_52587,Öbür elin duymaması gerekeni veren de el.,,brf_54321,Herhangi elin verdiğini öbür el duymamalı.,,,,,1
btw_42040,Bir dalın gölgesinde bin koyun eğlenir diye bir söz var.,bnl_25771,Gölgesinde bin koyun eğlendiren şey bir dal diye bir söz var.,,brg_54321,Herhangi bir dal gölgesinde bin koyun eğlendirir der bir söz.,,,,,1
bqv_49129,Bir işe başlamak bitirmenin yarısıdır diye bir atasözü var.,beb_69470,Bir atasözü diyor ki başlamanın bitirmenin yarısı olduğu şey bir iş.,,brh_54321,İş ne olursa olsun bitirmenin yarısı başlamaktır diye bir atasözü var.,,,,,1
bzi_19554,Bir fincan kahvenin kırk yıl hatırı vardır.,bbr_81880,Kırk yıl hatırı olan içecek bir fincan kahve.,,brj_54321,Herhangi bir fincan kahvenin hatırı kırk yıldır.,,,,,1
bil_65806,"""Bir ayağı çukurda olmak"" diye bir deyim var.",bdo_95504,Bir deyim var ve çukurdaki ayaktan bahsediyor.,,brk_54321,Bir deyim var ve çukuda olan herhangi bir ayağı anlatıyor.,,,,,1
brq_73494,Cin tutana bir muska yeter.,bjm_93442,Cin tutan kişiye yetecek şey bir muska.,,brl_54321,Cin tutana herhangi bir muska yeterli olur.,,,,,1
bqq_69884,Deve büyüktür ama beşini bir eşek çeker.,beo_24643,Devenin büyük olmasına rağmen beş tanesini çeken hayvan bir eşek.,,bri_54321,Deve büyüktür ama beş deveyi herhangi bir eşek çeker.,,,,,1
bma_76060,Deveyi yardan uçuran bir tutam ottur diye bir atasözü var.,bzw_80343,Bir atasözüne göre deveyi yardan uçuran bitki bir tutam ottur.,,brz_54321,Bir atasözüne göre deveyi yardan uçuran ot tutamıymış.,,,,,1
bok_46282,"Evden bir ölü çıkmak istiyor demişler, herkes hizmetçinin yüzüne bakmış.",bjd_76351,Evden çıkmak isteyen şahsın bir ölü olduğu söylenince herkesin baktığı yer hizmetçinin yüzü olmuş.,,brx_54321,"Evden herhangi bir ölünün çıkmak istediğini söylemişler, herkes hizmetçinin yüzüne bakmış.",,,,,1
bct_15190,"Evlinin bir evi var, evsizin bin evi var.",bhn_14514,"Evlinin bir tanesine, evsizin bin tanesine sahip olduğu şey ev.",,brc_54321,"Evli ev sahibi, evsiz de bin eve sahip.",,,,,0
bhj_30773,Eşeğin gönlüne kalsa bir bağ maydanozu götürmez.,bwi_29191,Eşek dilediği gibi davranırsa götürmeyeceği bir bağ maydanozdur.,,brv_54321,Eşeğin gönlüne kalsa bağ maydanoz götürmez.,,,,,1
bni_91970,Her gün gezen kırda bir gün uğrar kurda diye bir atasözü var.,bms_28621,Atasözüne göre her gün kırda gezenler aynı kurt ile karşılaşır.,,brb_54321,Her gün gezen kırda herhangi bir gün uğrar kurda diye bir atasözü var.,,,,,1
bpt_19264,Her vaktin bir padişahı var.,bzz_70243,Bir padişah var ve o her vakte uygun.,,brn_54321,Her vaktin sahip olduğu şey herhangi bir padişahtır.,,,,,1
bmw_60927,Her inişin bir çıkışı var.,bdi_99405,Her iniş aynı çıkışa sahip.,,brm_54321,Her inişin herhangi bir çıkışı vardır.,,,,,1
bao_51103,Her yiğidin bir yoğurt yiyişi vardır.,brn_53627,Her yiğit aynı yoğurt yiyişe sahip.,,bab_54321,Her yiğidin herhangi bir yoğurt yiyişi vardır.,,,,,1
bra_20849,Her işte bir hayır vardır.,but_66215,Her işte olan şey aynı hayırdır.,,baq_54321,Her işte olan şey hayırdır.,,,,,0
ber_34845,Her yiğidin gönlünde bir aslan yatar.,bup_33143,Bir aslan var ve her yiğidin gönlünde bulunuyor.,,baw_54321,Her yiğidin gönlünde yatan şey aslandır.,,,,,0
byu_24157,Bir kızı bin kişi ister bir kişi alır.,bfp_61532,"Bin kişinin istediği kız aynı, o kızı da bir kişi alır.",,bat_54321,Bin kişi herhangi bir kızı ister ama alacak kişi birdir.,,,,,1
bpc_69045,Meramın elinden bir şey kurtulmaz.,bpj_51482,Meramın elinden kurtulmayacak olan şey bir tanedir.,,bay_54321,Meramın elinden kurtulacak şey yoktur.,,,,,1
bgu_20578,Ölüsü olan bir gün ağlamak delisi olan her gün ağlamak ister.,bcq_68941,Ölüsü olanların ağlamak istediği belli bir gün var ama delisi olanlar her gün ağlamak istiyor.,,bau_54321,Ölüsü olan herhangi bir gün ağlamak delisi olan her gün ağlamak ister.,,,,,0
cnh_46385,Benzersiz bir hayata sahip olmayı düşler her insan.,cbg_94415,Her insanın yaşamak istediği bir benzsersiz hayat vardır.,,csq_33435,Herkes benzersiz bir hayat yaşamak ister.,,,,,
cjl_93407,Hakim buradaki gibi bir davaya bakmak istiyor.,ctt_98362,Hakimin bakmak istediği dava buradaki gibi.,,cxm_33093,Hakim bakacağı davanın buradaki gibi olmasını istiyor.,,,,,
cxb_53439,Kamil istiyor bir kanepede uyumak.,cxp_12649,Kamil'in uyumak istediği bir kanepe var.,,cjv_68395,Kamil'in istediği bir kanepede uyumak.,,,,,
chq_83944,Leman o gece bir kaşif ile tanışmayı arzuluyormuş.,clm_36686,Leman'ın o gece tanışmayı arzuladığı bir kaşif vardı.,,cgc_81416,Leman o gece bir kaşifle tanışmayı arzuladı.,,,,,
ctt_65537,Büşra kütüphaneden bir kitap ödünç almak istiyordu.,cfg_78078,Büşra'nın kütüphaneden ödünç almak istediği belli bir kitap var.,,ctx_11054,Büşra'nın istediği kütüphaneden bir kitap ödünç almak.,,,,,
cso_26586,Bir köyden ev almak istiyor Gülsüm.,cbs_87303,Gülsüm'ün ev almak istediği bir köy var.,,cra_21579,Gülsüm alacağı evin bir köyde olmasını istiyor.,,,,,
cwz_43220,Filiz geçen sene bir yazlık almak istiyordu.,cjf_38437,Filiz'in geçen yaz almayı istediği bir yazlık vardı.,,cjq_40787,Filiz'in geçen almak istediği bir yazlıktı.,,,,,
cmp_80775,Hüseyin bir uzmanla fikir alışverişi yapmak istiyor.,cnz_10327,Hüseyin'in fikir alışverişi yapmak istediği kişi bir uzman.,,cbl_44898,Hüseyin fikir alışverişi yapacağı kişinin bir uzman olmasını istiyor.,,,,,
czx_10919,Teoman başka bir sanatçı ile düet yapmak istiyor.,crw_23865,Teoman'ın düet yapmak istediği kişi bir sanatçı.,,clp_33070,Teoman düet yapacağı kişinin bir sanatçı olmasını istiyor.,,,,,
cvk_75865,Başka bir yetenekli yarışmacıyı değerlendirmek istiyor Zerrin.,cll_47192,Zerrin'in değerlendirmek istediği kişi başka bir yetenekli sanatçı.,,cbc_65736,Zerrin başka herhangi bir yetenekli yarışmacıyı değerlendirmek istiyor.,,,,,
cjh_20467,Öğrencilerden biri bir sunum yapmak istiyormuş.,cvh_33247,Öğrencilerden birinin yapmak istediği bir sunummuş.,,cyu_49280,Öğrencilerden birinin istediği sunum yapmak.,,,,,
cly_98612,Başka bir marketten meyve almak istiyor Hülya.,cmw_77317,Hülya'nın meyve almak istediği mekan başka bir market.,,ceh_23263,Hülya'nın istediği başka marketten meyve almak.,,,,,
cec_10119,Nazım istiyordu ki bir daha bir deniz kızının şarkısı yarıda kalmasın.,czq_71206,Nazım'ın şarkısı bir daha yarım kalmasın istediği birey bir deniz kızı.,,chq_49305,Nazım istiyordu ki bir daha hiçbir deniz kızının şarkısı yarıda kalmasın.,,,,,
cnc_25461,Mercan bir yaşlıdan tavsiye almak istiyor.,cnk_81482,Mercan'ın tavsiye almak istediği kişi yaşlı.,,clo_86762,Mercan tavsiye alacağı kişinin yaşlı olmasını istiyor.,,,,,
cef_41685,Filiz güzel bir arabayı almak istiyor.,cly_34204,Filiz'in almak istediği araba güzel.,,ckw_20224,Filiz alacağı şeyin güzel bir araba olmasını istiyor.,,,,,
ccy_38957,Suat bir doktora görünmek istiyor.,cur_50992,Suat'ın görünmek istediği kişinin mesleği doktor. ,,cuo_67123,Suat'ın görünmek istediği herhangi bir doktor.,,,,,
cok_24050,dün Leyla salonun duvarına bir tablo asmak istiyordu.,ccv_34112,Leyla'nın salonun duvarına dün asmak istediği şey bir tabloydu.,,ctd_40343,Leyla dün salon duvarına tablo asmak istiyordu.,,,,,
cvf_20248,Büşra mağazadan bir elbise almak istiyordu.,caa_68225,Büşra'nın mağazadan almak istediği kıyafet bir elbiseydi.,,cbm_58251,Büşra mağazadan alacağı şeyin bir elbise olmasını istiyordu.,,,,,
cfo_86173,Anıl eski bir bisiklet almayı planlıyormuş.,czw_43441,Anıl planlıyormuş ki eski bisikleti alsın.,,cqh_24027,Anıl alacağı şeyin eski bir bisiklet olmasını planlıyormuş.,,,,,
ceb_32096,Doğanay sevgilisini bir gece treninde yakalayabileceğini umuyor.,cvv_12513,Doğanay'ın sevgilisini yakalamayı umduğu taşıt gece treni.,,cae_94323,Doğanay sevgilisini gece trenlerinde yakalayabileceğini umuyor.,,,,,
cmc_38584,Konuşkan biriyle hasbihal etmek istiyor Nazan.,cpd_69614,Nazan'ı hasbihal etmek istediği kişi konuşkan.,,crc_89846,Nazan hasbihal edeceği kişinin konuşkan olmasını istiyor. ,,,,,
cvh_24535,Gaye bir sınavdan yüksek puan almak istiyor.,czq_82976,Gaye'nin yüksek puan almak istediği bir sınav var.,,cwr_22397,Gaye yüksek puan aldığı bir sınav olmasını istiyor.,,,,,
cjo_13092,İmge istiyor başka bir konuda konuşmak.,ccf_94082,İmge'nin hakkında konuşmak istediği konu başka.,,cfo_52923,İmge konuşacağı konunun farklı olmasını istiyor.,,,,,
cgl_12312,Özlem başka bir yazı yazmak istiyor.,ced_60562,Özlem'in yazmak istediği yazı başka.,,cij_21684,Özge başka herhangi bir yazı yazmak istiyor.,,,,,
cff_94696,uzun boylu öğrenci zor bir soru sormak istiyormuş.,csp_66636,Uzun boylu öğrencinin sormak istediği soru zormuş.,,cbj_66317,Uzun boylu öğrenci zor soru sormak istiyor.,,,,,
cdq_88896,Buse uzun zamandır buraya bir avize almak istiyordu.,cdx_39685,Buse'nin uzun zamandır buraya almak istediği bir avize.,,cfj_79300,Buse uzun zamandır avize almak istiyor buraya.,,,,,
cfo_86845,Handan her sabah hayatını değiştirecek bir insanla tanışmayı diliyor.,cqw_48092,"Handan'ın her sabahki dileği, hayatını değiştirecek o insanla tanışmak.",,cpo_73912,Handan her sabah diliyor ki hayatını değiştirme kabiliyetine sahip biriyle tanışsın.,,,,,
cac_38213,Bunun gibi bir adama hayran olmak istiyor Beren.,ccf_10621,"Beren'in hayran olmak istediği, bunun gibi bir adam.",,chr_58586,Beren bunun gibi herhangi bir adama hayran olmak istiyor.,,,,,
cbd_66681,Gülsüm en kısa zamanda bir doktor görmek istiyormuş.,cjc_38009,"En kısa zamanda görmek istediği Gülsüm'ün, bir doktormuş.",,cpv_28474,Gülsüm en kısa zamanda mesleği doktorluk olan birini görmek istiyor.,,,,,
cdb_24274,izmir'deki gibi bir sahilde güneşlenmek istiyor Selin.,cul_81020,Selin'in güneşlenmek istediği sahil İzmir'deki gibi.,,cyu_57433,Selin bir sahilde güneşlenmek istiyor İzmir'deki gibi olan.,,,,,
cma_74820,İlke uzun bir kitabı bitirmek istiyor.,cxb_69865,İlke'nin bitimek istediği kitap uzun.,,cbf_81900,İlke bitireceği kitabın uzun olmasını istiyor.,,,,,
cgw_11624,Reyhan bir kurabiyeden ısırık almak istiyor.,cix_11933,Reyhan'ın ısırık almak istediği yiyecek bir kurabiye.,,cbl_29932,Reyhan ısırık alacağı yiyeceğin kurabiye olmasını istiyor.,,,,,
cqj_55290,bir misafirin pencereyi açık bıraktığını düşünüyor Asude.,ceq_95162,Asude düşünüyor ki pencereyi misafir açık bıraktı.,,ced_11582,Asude pencerenin bir misafir tarafından açık bırakıldığını düşünüyor.,,,,,
cvn_83689,zeynep'inki gibi bir makaleden bahsetmek istiyor Ayla.,cjq_94253,Ayla'nın bahsetmek istediği makale Zeynep'inkine benziyor.,,cxi_67495,Ayla bahsedeceği makalenin Zeynep'inki gibi olmasını istiyor.,,,,,
cnd_84283,sınıftaki kız bir kitap almak istiyormuş.,cxv_16639,Sınıftaki kızın almayı istediği şey bir kitap.,,cnw_94968,Sınıftaki kız alacağı şeyin bir kitap olmasını istiyormuş.,,,,,
ccn_33233,Beyza rahat bir yatakta uyumak istiyor.,cgd_67516,"Beyza istiyor yatakta uyusun, rahat olanda.",,czw_98132,Beyza uyuyacağı yatağın rahat olmasını istiyor.,,,,,
chn_62643,Talha bir ziyaretçinin kilidi kırdığını düşünüyor.,cjb_26283,Talha kilidin belli bir ziyaretçi tarafından kırıldığını düşünüyor.,,cqk_38155,Talha kilidin herhangi bir ziyaretçi tarafından kırıldığını düşünüyor.,,,,,
cgl_98477,Olcay istiyor başka bir arabada seyahat etmek.,cti_44265,Olcay'ın seyahat etmeyi istediği araba başkası.,,cyz_66582,Olcay seyahat edeceği arabanın başka olmasını istiyor.,,,,,
czz_36231,Bir ateş almak için demirciye uğrayamayacağından korkuyordu Uve.,cma_30396,Uve istediği ateşi almak için demirciye uğrayamayacağından korkuyor.,,cbi_79338,Uve demirciye ateş almak için uğrayamayacağından korkuyor.,,,,,
cds_11645,Evren ablası gibi bir astronot olmayı arzu ediyor.,czu_11234,Evren'in olmayı arzu ettiği astronot ablası gibi.,,cjj_39947,Evren astronot olmak ve ablası gibi olmak istiyor.,,,,,
cvk_68217,komşunun oğlu bir tamirci öpmek istiyormuş.,cul_25938,Komşunun oğlunun öpmek istediği bireyin mesleği tamircilikmiş.,,cxi_46359,Komşunun oğlu öpeceği kişinin mesleğinin tamircilik olmasını istiyor.,,,,,
cws_76692,Akıllı bir insan varını yoğunu satıp savıp yeni bir maceraya yelken açmaz.,cve_26944,Akıllı insanın varını yoğunu satıp savıp yelken açmayacağı şey bir macera.,,cku_87512,Akıllı insan varını yoğunu satıp herhangi bir maceraya yelken açmaz.,,,,,
cck_63638,Helin başka bir denizden balık tutmak istiyor.,ceu_62638,Helin balık tutmak istiyor bir denizde ve o deniz başka bir deniz.,,cnt_99338,Helin balık tutacağı denizin başka olmasını istiyor.,,,,,
cvy_22223,Ayşe bahçede bir köpek beslemek istiyordu.,cql_83312,Ayşe istiyor bahçede bir köpeği beslemeyi.,,csn_75167,Ayşe bahçede besleyeceği hayvanın köpek olmasını istiyor.,,,,,
cqh_90118,Çolpan onunla aynı mesleği yapanların çoğunun hayattan keyif alamadığından şüpheleniyor.,crh_36168,Çolpan'ın hayattan keyif almadığından şüphelendiği insanlar onunla aynı mesleği yapıyor.,,cox_98228,Çolpan hayattan keyif almayan insanların mesleğinin onunla aynı olduğunu düşünüyor.,0,,,,
cmv_95673,Berke istiyor başka bir dosyayla ilgilenmek.,cbe_34290,Berke'nin ilgilenmek istediği dosya başka.,,col_22631,Berke ilgileneceği dosyanın farklı olmasını istiyor.,,,,,
cyk_11837,Mutfağa bir sandalye koymak istiyordu.,cbn_84682,Sandalyeyi mutfağa koymak istiyordu.,,cam_81320,Mutfağa koyacağı şeyin bir sandalye olmasını istiyor.,,,,,
cps_49576,Atacan bir uzmandan görüş almak istiyor.,cbn_98838,Atacan uzmandan görüş almak istiyordu.,,cuv_88158,Atacan görüş alacağı kişinin bir uzman olmasını istiyor.,,,,,
cpq_69872,Bir halıya süt dökmenin geri dönülmez bir hata olmadığını düşünecekti Mırnav.,cjf_73245,Mırnav düşünecekti ki belli bir halıya süt dökmek geri dönülmez bir hata değil.,,cdq_19966,Mırnav herhangi bir halıya süt dökmenin geri dönülmez bir hata olmayacağını düşünüyor.,,,,,
cxe_11357,Benim gibi bir öğrenciyle görüşmek istiyor Fikriye.,crc_86443,Fikriye'nin görüşmek istediği öğrenci benim gibi.,,ciq_92039,Fikriye görüşeceği kişinin benim gibi bir öğrenci olmasını istiyor.,,,,,
